Logger, TechAgentLk:         	Automatically truncated logfile to 1048576, MadelineProto 8.6.0
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
Logger:         	MadelineProto 8.6.0
Logger:         	Copyright (C) 2016-2025 Daniil Gentili
Logger:         	Licensed under AGPLv3
Logger:         	https://github.com/danog/MadelineProto
AbstractServer, TechAgentLk: 	Accepted IPC client connection!
Serialization:  	MadelineProto is starting, please wait...
Serialization:  	Connected to IPC socket!
ResponseHandler, TechAgentLk: 	Auth key not registered in DC 5 with RPC error AUTH_KEY_UNREGISTERED, resetting temporary and permanent auth keys...
ResponseHandler, TechAgentLk: 	Permanent auth key was main authorized key, logging out...
ResponseHandler, TechAgentLk: 	!!!!!!! WARNING !!!!!!!
Telegram's flood prevention system suspended this account.
To continue, manual verification is required.
Send an email to recover@telegram.org, asking to unban the phone number +94753800728, and shortly describe what will you do with this phone number.
Then login again.
If you intentionally deleted this account, ignore this message.
Session, TechAgentLk:        	Resetting session in DC 5.0 due to creating initial session...
DataCenterConnection, TechAgentLk: 	Handling auth key transition to UNENCRYPTED_NO_PERMANENT in DC 5
DataCenterConnection, TechAgentLk: 	Generating permanent authorization key for DC 5...
AuthKeyHandler, TechAgentLk: 	Requesting pq...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
Logger:         	MadelineProto 8.6.0
Logger:         	Copyright (C) 2016-2025 Daniil Gentili
Logger:         	Licensed under AGPLv3
Logger:         	https://github.com/danog/MadelineProto
AbstractServer, TechAgentLk: 	Accepted IPC client connection!
Serialization:  	MadelineProto is starting, please wait...
Serialization:  	Connected to IPC socket!
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/safe.php.lock...
SessionPaths, TechAgentLk:   	Waiting for exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
SessionPaths, TechAgentLk:   	Got exclusive lock of /home/sinhbtve/public_html/tg/session.madeline/lightState.php.lock...
APIWrapper, TechAgentLk:     	Saved session!
AbstractServer, TechAgentLk: 	Got error while calling IPC method: Amp\TimeoutException: Timeout while waiting for channels.getMessages (Enable assertions for a backtrace of the Amp\TimeoutCancellation creation) in phar:///home/sinhbtve/public_html/tg/madeline.phar/vendor/amphp/amp/src/TimeoutCancellation.php:37
Stack trace:
#0 phar:///home/sinhbtve/public_html/tg/madeline.phar/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(602): Amp\TimeoutCancellation::{closure:Amp\TimeoutCancellation::__construct():30}()
#1 [internal function]: Revolt\EventLoop\Internal\AbstractDriver->{closure:Revolt\EventLoop\Internal\AbstractDriver::createCallbackFiber():565}()
#2 phar:///home/sinhbtve/public_html/tg/madeline.phar/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(502): Fiber->resume()
#3 phar:///home/sinhbtve/public_html/tg/madeline.phar/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(558): Revolt\EventLoop\Internal\AbstractDriver->invokeCallbacks()
#4 [internal function]: Revolt\EventLoop\Internal\AbstractDriver->{closure:Revolt\EventLoop\Internal\AbstractDriver::createLoopFiber():538}()
#5 phar:///home/sinhbtve/public_html/tg/madeline.phar/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(96): Fiber->resume()
#6 phar:///home/sinhbtve/public_html/tg/madeline.phar/vendor/revolt/event-loop/src/EventLoop/Internal/DriverSuspension.php(117): Revolt\EventLoop\Internal\AbstractDriver->{closure:Revolt\EventLoop\Internal\AbstractDriver::__construct():90}()
#7 phar:///home/sinhbtve/public_html/tg/madeline.phar/vendor/amphp/amp/src/Future.php(251): Revolt\EventLoop\Internal\DriverSuspension->suspend()
#8 phar:///home/sinhbtve/public_html/tg/madeline.phar/vendor/danog/madelineproto/src/Ipc/AbstractServer.php(177): Amp\Future->await()
#9 /tmp/madeline-ipc-8.6.0___4310934de7e256d79075.php(119): danog\MadelineProto\Ipc\AbstractServer::waitShutdown()
#10 /tmp/madeline-ipc-8.6.0___4310934de7e256d79075.php(154): {closure:/tmp/madeline-ipc-8.6.0___4310934de7e256d79075.php:35}()
#11 {main}

Next Amp\CancelledException: The operation was cancelled in phar:///home/sinhbtve/public_html/tg/madeline.phar/vendor/amphp/amp/src/Internal/Cancellable.php:56
Stack trace:
#0 phar:///home/sinhbtve/public_html/tg/madeline.phar/vendor/amphp/amp/src/Internal/Cancellable.php(47): Amp\Internal\Cancellable->getException()
#1 phar:///home/sinhbtve/public_html/tg/madeline.phar/vendor/amphp/amp/src/TimeoutCancellation.php(37): Amp\Internal\Cancellable->cancel()
#2 phar:///home/sinhbtve/public_html/tg/madeline.phar/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(602): Amp\TimeoutCancellation::{closure:Amp\TimeoutCancellation::__construct():30}()
#3 [internal function]: Revolt\EventLoop\Internal\AbstractDriver->{closure:Revolt\EventLoop\Internal\AbstractDriver::createCallbackFiber():565}()
#4 phar:///home/sinhbtve/public_html/tg/madeline.phar/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(502): Fiber->resume()
#5 phar:///home/sinhbtve/public_html/tg/madeline.phar/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(558): Revolt\EventLoop\Internal\AbstractDriver->invokeCallbacks()
#6 [internal function]: Revolt\EventLoop\Internal\AbstractDriver->{closure:Revolt\EventLoop\Internal\AbstractDriver::createLoopFiber():538}()
#7 phar:///home/sinhbtve/public_html/tg/madeline.phar/vendor/revolt/event-loop/src/EventLoop/Internal/AbstractDriver.php(96): Fiber->resume()
#8 phar:///home/sinhbtve/public_html/tg/madeline.phar/vendor/revolt/event-loop/src/EventLoop/Internal/DriverSuspension.php(117): Revolt\EventLoop\Internal\AbstractDriver->{closure:Revolt\EventLoop\Internal\AbstractDriver::__construct():90}()
#9 phar:///home/sinhbtve/public_html/tg/madeline.phar/vendor/amphp/amp/src/Future.php(251): Revolt\EventLoop\Internal\DriverSuspension->suspend()
#10 phar:///home/sinhbtve/public_html/tg/madeline.phar/vendor/danog/madelineproto/src/Ipc/AbstractServer.php(177): Amp\Future->await()
#11 /tmp/madeline-ipc-8.6.0___4310934de7e256d79075.php(119): danog\MadelineProto\Ipc\AbstractServer::waitShutdown()
#12 /tmp/madeline-ipc-8.6.0___4310934de7e256d79075.php(154): {closure:/tmp/madeline-ipc-8.6.0___4310934de7e256d79075.php:35}()
#13 {main}
ResponseHandler, TechAgentLk: 	Trying to assign a response of type ResPQ to its request...
ResponseHandler, TechAgentLk: 	Does the request of return type ResPQ match?
ResponseHandler, TechAgentLk: 	Yes
ResponseHandler, TechAgentLk: 	Trying to assign a response of type ResPQ to its request...
ResponseHandler, TechAgentLk: 	Dunno how to handle 
array (
  '_' => 'resPQ',
  'nonce' => 'CÈq*“|ˆYéÌ±À¹†',
  'server_nonce' => 'ìfj¤9îqU…üŠ=¸',
  'pq' => '¼gíğbÿ',
  'server_public_key_fingerprints' => 
  array (
    0 => '…ıdŞ…Ğ',
    1 => '¥·÷	5_Ã',
    2 => '!kèl+´Ã',
  ),
)
ResponseHandler, TechAgentLk: 	Trying to assign a response of type ResPQ to its request...
ResponseHandler, TechAgentLk: 	Dunno how to handle 
array (
  '_' => 'resPQ',
  'nonce' => 'CÈq*“|ˆYéÌ±À¹†',
  'server_nonce' => 'îB«gA\'‘¯\\à›P ',
  'pq' => 'z£iıÁ',
  'server_public_key_fingerprints' => 
  array (
    0 => '…ıdŞ…Ğ',
    1 => '¥·÷	5_Ã',
    2 => '!kèl+´Ã',
  ),
)
ResponseHandler, TechAgentLk: 	Trying to assign a response of type ResPQ to its request...
ResponseHandler, TechAgentLk: 	Dunno how to handle 
array (
  '_' => 'resPQ',
  'nonce' => 'CÈq*“|ˆYéÌ±À¹†',
  'server_nonce' => ' 2ƒË`,[@ßªyRç¤',
  'pq' => '+‰ZìDå',
  'server_public_key_fingerprints' => 
  array (
    0 => '…ıdŞ…Ğ',
    1 => '¥·÷	5_Ã',
    2 => '!kèl+´Ã',
  ),
)
ResponseHandler, TechAgentLk: 	Trying to assign a response of type ResPQ to its request...
ResponseHandler, TechAgentLk: 	Dunno how to handle 
array (
  '_' => 'resPQ',
  'nonce' => 'CÈq*“|ˆYéÌ±À¹†',
  'server_nonce' => '¯Zºù+ÜH[¨¤ä†Ò',
  'pq' => 'fN8§¶uÿ',
  'server_public_key_fingerprints' => 
  array (
    0 => '…ıdŞ…Ğ',
    1 => '¥·÷	5_Ã',
    2 => '!kèl+´Ã',
  ),
)
ResponseHandler, TechAgentLk: 	Trying to assign a response of type ResPQ to its request...
ResponseHandler, TechAgentLk: 	Dunno how to handle 
array (
  '_' => 'resPQ',
  'nonce' => 'CÈq*“|ˆYéÌ±À¹†',
  'server_nonce' => 'dôx®jÅ¾Fò=ú<ÈO¾',
  'pq' => 'Éh£‹Šƒ',
  'server_public_key_fingerprints' => 
  array (
    0 => '…ıdŞ…Ğ',
    1 => '¥·÷	5_Ã',
    2 => '!kèl+´Ã',
  ),
)
ResponseHandler, TechAgentLk: 	Trying to assign a response of type ResPQ to its request...
ResponseHandler, TechAgentLk: 	Dunno how to handle 
array (
  '_' => 'resPQ',
  'nonce' => 'CÈq*“|ˆYéÌ±À¹†',
  'server_nonce' => 'f‹¸J…is ß!<Å*',
  'pq' => '®®cê¡öÁ',
  'server_public_key_fingerprints' => 
  array (
    0 => '…ıdŞ…Ğ',
    1 => '¥·÷	5_Ã',
    2 => '!kèl+´Ã',
  ),
)
ResponseHandler, TechAgentLk: 	Trying to assign a response of type ResPQ to its request...
ResponseHandler, TechAgentLk: 	Dunno how to handle 
array (
  '_' => 'resPQ',
  'nonce' => 'CÈq*“|ˆYéÌ±À¹†',
  'server_nonce' => 'Å±ô.ülÜ©k"„NiÃ[',
  'pq' => '!Y%Ç',
  'server_public_key_fingerprints' => 
  array (
    0 => '…ıdŞ…Ğ',
    1 => '¥·÷	5_Ã',
    2 => '!kèl+´Ã',
  ),
)
ResponseHandler, TechAgentLk: 	Trying to assign a response of type ResPQ to its request...
ResponseHandler, TechAgentLk: 	Dunno how to handle 
array (
  '_' => 'resPQ',
  'nonce' => 'CÈq*“|ˆYéÌ±À¹†',
  'server_nonce' => '°ğM1zv(Ò"@·ÚÓ4˜',
  'pq' => '(pİ;ı',
  'server_public_key_fingerprints' => 
  array (
    0 => '…ıdŞ…Ğ',
    1 => '¥·÷	5_Ã',
    2 => '!kèl+´Ã',
  ),
)
ResponseHandler, TechAgentLk: 	Trying to assign a response of type ResPQ to its request...
ResponseHandler, TechAgentLk: 	Dunno how to handle 
array (
  '_' => 'resPQ',
  'nonce' => 'CÈq*“|ˆYéÌ±À¹†',
  'server_nonce' => 'Å©\\e(\'m,_®)†¢°vª',
  'pq' => '%‰‰pPõy',
  'server_public_key_fingerprints' => 
  array (
    0 => '…ıdŞ…Ğ',
    1 => '¥·÷	5_Ã',
    2 => '!kèl+´Ã',
  ),
)
ResponseHandler, TechAgentLk: 	Trying to assign a response of type ResPQ to its request...
ResponseHandler, TechAgentLk: 	Dunno how to handle 
array (
  '_' => 'resPQ',
  'nonce' => 'CÈq*“|ˆYéÌ±À¹†',
  'server_nonce' => ')°qóï£ã…mÅá„Zæ',
  'pq' => '&é¾øÇ',
  'server_public_key_fingerprints' => 
  array (
    0 => '…ıdŞ…Ğ',
    1 => '¥·÷	5_Ã',
    2 => '!kèl+´Ã',
  ),
)
ResponseHandler, TechAgentLk: 	Trying to assign a response of type ResPQ to its request...
ResponseHandler, TechAgentLk: 	Dunno how to handle 
array (
  '_' => 'resPQ',
  'nonce' => 'CÈq*“|ˆYéÌ±À¹†',
  'server_nonce' => 'ß3‚ÀúßD¿}üµªNñM',
  'pq' => 'Ò
$BÙ',
  'server_public_key_fingerprints' => 
  array (
    0 => '…ıdŞ…Ğ',
    1 => '¥·÷	5_Ã',
    2 => '!kèl+´Ã',
  ),
)
AuthKeyHandler, TechAgentLk: 	Factorizing with native_single_cpp (please wait, might take a while)
AuthKeyHandler, TechAgentLk: 	Factorizing with python_single_alt (please wait, might take a while)
AuthKeyHandler, TechAgentLk: 	Install https://prime.madelineproto.xyz and the FFI extension to speed this up!
AuthKeyHandler, TechAgentLk: 	Factorizing with python_single (please wait, might take a while)
AuthKeyHandler, TechAgentLk: 	Install https://prime.madelineproto.xyz and the FFI extension to speed this up!
AuthKeyHandler, TechAgentLk: 	Factorization 2598101417154799067 = 1527408227 * 1700986921
AuthKeyHandler, TechAgentLk: 	Starting Diffie Hellman key exchange
ResponseHandler, TechAgentLk: 	Trying to assign a response of type Server_DH_Params to its request...
ResponseHandler, TechAgentLk: 	Does the request of return type Server_DH_Params match?
ResponseHandler, TechAgentLk: 	Yes
AuthKeyHandler, TechAgentLk: 	Server-client time delta = -1.0 s
Crypt, TechAgentLk:          	Executing p/g checks (1/2)...
Crypt, TechAgentLk:          	Executing p/g checks (2/2)...
Crypt, TechAgentLk:          	Executing g check...
Crypt, TechAgentLk:          	Executing g_a check (1/2)...
Crypt, TechAgentLk:          	Executing g_a check (2/2)...
AuthKeyHandler, TechAgentLk: 	Generating b...
AuthKeyHandler, TechAgentLk: 	Generating g_b...
Crypt, TechAgentLk:          	Executing g_a check (1/2)...
Crypt, TechAgentLk:          	Executing g_a check (2/2)...
AuthKeyHandler, TechAgentLk: 	Executing g_b check...
AuthKeyHandler, TechAgentLk: 	Preparing client_DH_inner_data...
AuthKeyHandler, TechAgentLk: 	Executing set_client_DH_params...
ResponseHandler, TechAgentLk: 	Trying to assign a response of type Set_client_DH_params_answer to its request...
